nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches,player,team_name
ro ROU,GK,24-327,31,31,"2,790",31,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,Stefan Târnovanu,FCSB
cm CMR,DF,28-357,27,26,"2,324",25.8,1,0,1,1,0,0,10,2,0.04,0,0.04,0.04,0.04,Matches,Joyskim Dawa,FCSB
ro ROU,MF,25-336,24,23,"2,016",22.4,1,5,6,1,0,0,6,1,0.04,0.22,0.27,0.04,0.27,Matches,Adrian Șut,FCSB
ro ROU,DF,36-089,29,22,"2,093",23.3,1,3,4,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,Matches,Valentin Crețu,FCSB
me MNE,DF,32-332,24,20,"1,915",21.3,1,6,7,1,0,1,6,0,0.05,0.28,0.33,0.05,0.33,Matches,Risto Radunović,FCSB
ro ROU,"MF,FW",30-092,21,17,"1,458",16.2,4,2,6,2,2,2,5,1,0.25,0.12,0.37,0.12,0.25,Matches,Florin Tănase,FCSB
ro ROU,"MF,FW",26-230,24,17,"1,188",13.2,1,3,4,1,0,0,0,0,0.08,0.23,0.3,0.08,0.3,Matches,Marius Ştefănescu,FCSB
ro ROU,DF,31-329,18,16,"1,431",15.9,0,1,1,0,0,0,2,1,0,0.06,0.06,0,0.06,Matches,Mihai Popescu,FCSB
za RSA,DF,27-260,17,16,"1,304",14.5,1,0,1,1,0,0,5,1,0.07,0,0.07,0.07,0.07,Matches,Siyabonga Ngezana,FCSB
ro ROU,FW,24-347,18,15,"1,340",14.9,11,1,12,11,0,0,3,0,0.74,0.07,0.81,0.74,0.81,Matches,Daniel Birligea,FCSB
ro ROU,"MF,FW",23-334,31,14,"1,492",16.6,5,1,6,5,0,0,2,0,0.3,0.06,0.36,0.3,0.36,Matches,David Miculescu,FCSB
ro ROU,MF,27-029,16,14,"1,175",13.1,8,3,11,6,2,3,3,1,0.61,0.23,0.84,0.46,0.69,Matches,Darius Olaru,FCSB
ro ROU,"MF,FW",31-200,25,14,"1,163",12.9,3,2,5,3,0,1,1,0,0.23,0.15,0.39,0.23,0.39,Matches,Alexandru Băluță,FCSB
ro ROU,"MF,DF",35-138,18,13,"1,229",13.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches,Vlad Chiricheș,FCSB
fr FRA,MF,28-175,21,9,835,9.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Malcolm Edjouma,FCSB
gh GHA,MF,25-088,23,8,"1,017",11.3,2,0,2,2,0,0,4,1,0.18,0,0.18,0.18,0.18,Matches,Baba Alhassan,FCSB
ro ROU,"FW,MF",30-261,15,8,665,7.4,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches,Daniel Popa,FCSB
ro ROU,"MF,FW",22-095,11,8,621,6.9,2,1,3,2,0,0,2,0,0.29,0.14,0.43,0.29,0.43,Matches,Octavian-George Popescu,FCSB
ro ROU,DF,29-010,8,8,611,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Ionuț Panțîru,FCSB
ro ROU,"MF,FW",20-258,20,7,932,10.4,3,1,4,3,0,0,1,0,0.29,0.1,0.39,0.29,0.39,Matches,Alexandru Musi,FCSB
it ITA,MF,31-331,9,7,647,7.2,1,2,3,1,0,0,3,0,0.14,0.28,0.42,0.14,0.42,Matches,Juri Cisotti,FCSB
ro ROU,"MF,FW",22-259,7,7,374,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Andrei Gheorghiță,FCSB
ro ROU,DF,21-202,8,6,407,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Alexandru Pantea,FCSB
ro ROU,MF,23-300,7,6,383,4.3,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches,Mihai Lixandru,FCSB
ro ROU,"FW,MF",18-043,10,5,552,6.1,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches,Mihai Toma,FCSB
bj BEN,DF,31-127,4,4,354,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,David Kiki,FCSB
gh GHA,DF,24-234,4,3,245,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Nana Kwame Antwi,FCSB
be BEL,MF,28-053,9,2,280,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,William Baeten,FCSB
fr FRA,FW,32-207,5,2,183,2,1,0,1,1,0,0,2,0,0.49,0,0.49,0.49,0.49,Matches,Jordan Gele,FCSB
br BRA,MF,24-048,7,2,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Luis Phelipe,FCSB
ro ROU,DF,26-035,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Denis Haruț,FCSB
ro ROU,GK,25-351,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Andrei Vlad,FCSB
ro ROU,FW,17-107,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Alexandru Stoian,FCSB
ro ROU,MF,21-266,1,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Andrei Pandele,FCSB
ro ROU,MF,18-138,0,0,,,,,,,,,,,,,,,,Matches,Ionuț Cercel,FCSB
ro ROU,FW,18-090,0,0,,,,,,,,,,,,,,,,Matches,Denis Colibasanu,FCSB
ro ROU,DF,16-071,0,0,,,,,,,,,,,,,,,,Matches,Andrei Dăncuș,FCSB
ro ROU,FW,17-319,0,0,,,,,,,,,,,,,,,,Matches,Robert Necsulescu,FCSB
ro ROU,FW,18-019,0,0,,,,,,,,,,,,,,,,Matches,David Popa,FCSB
ro ROU,GK,23-255,0,0,,,,,,,,,,,,,,,,Matches,Mihai Udrea,FCSB
cz CZE,GK,31-082,0,0,,,,,,,,,,,,,,,,Matches,Lukáš Zima,FCSB
br BRA,DF,26-224,27,26,"2,334",25.9,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches,Bolgado,CFR-Cluj
hr CRO,MF,34-348,27,26,"2,137",23.7,2,1,3,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,Matches,Damjan Đoković,CFR-Cluj
ro ROU,FW,22-289,27,25,"2,156",24,20,2,22,16,4,6,4,0,0.83,0.08,0.92,0.67,0.75,Matches,Louis Munteanu,CFR-Cluj
ro ROU,DF,22-111,24,22,"2,025",22.5,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches,Matei Ilie,CFR-Cluj
pt POR,DF,24-109,25,22,"1,982",22,1,5,6,1,0,0,6,0,0.05,0.23,0.27,0.05,0.27,Matches,Simão Rocha,CFR-Cluj
ro ROU,MF,23-291,27,22,"1,896",21.1,2,2,4,2,0,0,3,0,0.09,0.09,0.19,0.09,0.19,Matches,Alin Fica,CFR-Cluj
ro ROU,GK,22-239,19,19,"1,710",19,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,Otto Hindrich,CFR-Cluj
ro ROU,"MF,FW",30-000,28,18,"1,549",17.2,3,5,8,3,0,0,1,0,0.17,0.29,0.46,0.17,0.46,Matches,Alexandru Păun,CFR-Cluj
xk KVX,"MF,FW",28-107,31,17,"1,787",19.9,6,4,10,6,0,0,3,0,0.3,0.2,0.5,0.3,0.5,Matches,Meriton Korenica,CFR-Cluj
ro ROU,DF,38-142,19,17,"1,445",16.1,0,2,2,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches,Camora,CFR-Cluj
lr LBR,"FW,MF",27-152,23,17,"1,298",14.4,7,1,8,6,1,1,12,2,0.49,0.07,0.55,0.42,0.49,Matches,Kesselly Kamara,CFR-Cluj
md MDA,"FW,MF",25-015,25,16,"1,332",14.8,4,2,6,4,0,0,2,0,0.27,0.14,0.41,0.27,0.41,Matches,Virgiliu Postolachi,CFR-Cluj
,"FW,MF",28-146,21,12,"1,110",12.3,2,6,8,2,0,0,1,0,0.16,0.49,0.65,0.16,0.65,Matches,Béni NKololo,CFR-Cluj
mr MTN,DF,27-111,16,12,"1,096",12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Aly Abeid,CFR-Cluj
ro ROU,"FW,MF",39-044,15,12,905,10.1,2,2,4,1,1,1,0,0,0.2,0.2,0.4,0.1,0.3,Matches,Ciprian Deac,CFR-Cluj
ba BIH,DF,31-236,14,10,899,10,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches,Daniel Graovac,CFR-Cluj
gr GRE,MF,34-045,15,9,843,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,Panagiotis Tachtsidis,CFR-Cluj
ci CIV,MF,24-146,13,9,796,8.8,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches,Kader Keita,CFR-Cluj
ro ROU,DF,32-152,15,8,859,9.5,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches,Vasile Mogos,CFR-Cluj
ro ROU,GK,24-171,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Mihai Popa,CFR-Cluj
ro ROU,MF,31-230,15,5,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Andrei Artean,CFR-Cluj
ro ROU,GK,22-284,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Razvan Sava,CFR-Cluj
si SVN,DF,31-034,5,4,389,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Matija Boben,CFR-Cluj
ng NGA,FW,26-326,13,3,265,2.9,2,1,3,2,0,0,1,0,0.68,0.34,1.02,0.68,1.02,Matches,Peter Godly Michael,CFR-Cluj
xk KVX,DF,32-173,4,3,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Armend Thaqi,CFR-Cluj
hr CRO,DF,29-062,3,2,195,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Anton Krešić,CFR-Cluj
ro ROU,FW,24-347,5,1,165,1.8,2,2,4,2,0,0,1,0,1.09,1.09,2.18,1.09,2.18,Matches,Daniel Birligea,CFR-Cluj
al ALB,DF,31-188,1,1,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Arlind Ajeti,CFR-Cluj
ro ROU,DF,24-153,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Flavius Iacob,CFR-Cluj
xk KVX,MF,22-115,6,0,200,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,Lindon Emërllahu,CFR-Cluj
ba BIH,FW,26-133,6,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Stipe Juric,CFR-Cluj
ro ROU,MF,20-113,4,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Andres Sfait,CFR-Cluj
ro ROU,MF,23-090,4,0,37,0.4,1,0,1,1,0,0,1,0,2.43,0,2.43,2.43,2.43,Matches,Robert Filip,CFR-Cluj
hr CRO,MF,29-074,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Karlo Muhar,CFR-Cluj
sn SEN,MF,29-331,3,0,20,0.2,0,1,1,0,0,0,0,0,0,4.5,4.5,0,4.5,Matches,Moustapha Name,CFR-Cluj
ro ROU,DF,25-004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Mircea Ţîrlea,CFR-Cluj
ro ROU,GK,24-066,0,0,,,,,,,,,,,,,,,,Matches,Rareș Gal,CFR-Cluj
ro ROU,MF,18-183,0,0,,,,,,,,,,,,,,,,Matches,Razvan Gligor,CFR-Cluj
,MF,,0,0,,,,,,,,,,,,,,,,Matches,Viktor Kun,CFR-Cluj
ro ROU,MF,21-113,0,0,,,,,,,,,,,,,,,,Matches,Tudor Lucaci,CFR-Cluj
ro ROU,DF,32-224,0,0,,,,,,,,,,,,,,,,Matches,Andrei Peteleu,CFR-Cluj
ro ROU,GK,20-199,0,0,,,,,,,,,,,,,,,,Matches,Mihai Pînzariu,CFR-Cluj
ro ROU,GK,17-274,0,0,,,,,,,,,,,,,,,,Matches,Mihai Răcășan,CFR-Cluj
gm GAM,"DF,MF",28-256,0,0,,,,,,,,,,,,,,,,Matches,Sheriff Sinyan,CFR-Cluj
ro ROU,GK,28-074,32,32,"2,880",32,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Laurențiu Popescu,CS-Universitatea-Craiova
hn HON,DF,26-311,29,28,"2,477",27.5,4,1,5,4,0,0,6,0,0.15,0.04,0.18,0.15,0.18,Matches,Denil Maldonado,CS-Universitatea-Craiova
ro ROU,DF,32-196,28,26,"2,385",26.5,1,4,5,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,Matches,Nicușor Bancu,CS-Universitatea-Craiova
ro ROU,"MF,FW",22-092,30,26,"2,031",22.6,10,3,13,10,0,0,5,0,0.44,0.13,0.58,0.44,0.58,Matches,Stefan Baiaram,CS-Universitatea-Craiova
ro ROU,"MF,FW",30-053,29,24,"2,298",25.5,14,7,21,10,4,5,9,0,0.55,0.27,0.82,0.39,0.67,Matches,Alexandru Mitriță,CS-Universitatea-Craiova
jp JPN,MF,26-305,26,23,"1,925",21.4,1,2,3,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,Matches,Takuto Oshima,CS-Universitatea-Craiova
cr CRC,"DF,MF",24-015,26,18,"1,608",17.9,1,2,3,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,Matches,Carlos Mora,CS-Universitatea-Craiova
ro ROU,"MF,DF",25-079,23,18,"1,601",17.8,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches,Vladimir Screciu,CS-Universitatea-Craiova
ge GEO,MF,23-301,21,15,"1,365",15.2,3,1,4,3,0,0,1,0,0.2,0.07,0.26,0.2,0.26,Matches,Anzor Mekvabishvili,CS-Universitatea-Craiova
fr FRA,MF,29-073,24,14,"1,294",14.4,1,3,4,0,1,2,3,0,0.07,0.21,0.28,0,0.21,Matches,Lyes Houri,CS-Universitatea-Craiova
hr CRO,DF,21-221,17,14,"1,239",13.8,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches,Juraj Badelj,CS-Universitatea-Craiova
cu CUB,"MF,FW",28-071,17,14,930,10.3,3,1,4,3,0,0,6,0,0.29,0.1,0.39,0.29,0.39,Matches,Luis Javier Paradela,CS-Universitatea-Craiova
mk MKD,DF,30-051,14,12,"1,134",12.6,1,0,1,1,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,Gjoko Zajkov,CS-Universitatea-Craiova
ro ROU,DF,26-095,17,12,"1,023",11.4,0,1,1,0,0,0,6,1,0,0.09,0.09,0,0.09,Matches,Ștefan Vlădoiu,CS-Universitatea-Craiova
ba BIH,FW,29-268,18,11,"1,013",11.3,3,0,3,2,1,1,3,0,0.27,0,0.27,0.18,0.18,Matches,Elvir Koljić,CS-Universitatea-Craiova
ro ROU,"MF,DF",29-107,18,10,917,10.2,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches,Mihai Căpățînă,CS-Universitatea-Craiova
br BRA,FW,30-016,9,9,751,8.3,1,3,4,1,0,0,3,0,0.12,0.36,0.48,0.12,0.48,Matches,Safira,CS-Universitatea-Craiova
ro ROU,MF,27-268,13,8,750,8.3,3,0,3,2,1,1,2,0,0.36,0,0.36,0.24,0.24,Matches,Alexandru Cicâldău,CS-Universitatea-Craiova
ro ROU,"MF,FW",28-088,16,8,709,7.9,0,2,2,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches,Andrei Ivan,CS-Universitatea-Craiova
ba BIH,FW,26-125,20,7,790,8.8,2,0,2,2,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches,Jovo Lukić,CS-Universitatea-Craiova
es ESP,DF,32-028,8,7,587,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Grego Sierra,CS-Universitatea-Craiova
ro ROU,MF,20-155,23,5,643,7.1,1,2,3,1,0,0,1,0,0.14,0.28,0.42,0.14,0.42,Matches,Stefan Bana,CS-Universitatea-Craiova
gq EQG,DF,26-075,10,5,424,4.7,0,1,1,0,0,0,2,0,0,0.21,0.21,0,0.21,Matches,Basilio Owono,CS-Universitatea-Craiova
ro ROU,MF,32-343,5,2,257,2.9,0,1,1,0,0,0,3,1,0,0.35,0.35,0,0.35,Matches,Alexandru Crețu,CS-Universitatea-Craiova
es ESP,DF,25-361,3,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Iago López,CS-Universitatea-Craiova
ro ROU,DF,32-153,3,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Vasile Mogos,CS-Universitatea-Craiova
ro ROU,MF,22-343,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Marian Danciu,CS-Universitatea-Craiova
ro ROU,FW,18-280,11,0,259,2.9,0,1,1,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches,David Barbu,CS-Universitatea-Craiova
ro ROU,DF,19-252,0,0,,,,,,,,,,,,,,,,Matches,Denis Benga,CS-Universitatea-Craiova
ro ROU,DF,17-189,0,0,,,,,,,,,,,,,,,,Matches,Florin Gaspar,CS-Universitatea-Craiova
ro ROU,MF,18-145,0,0,,,,,,,,,,,,,,,,Matches,Robert Lăpădătescu,CS-Universitatea-Craiova
ro ROU,GK,33-237,0,0,,,,,,,,,,,,,,,,Matches,David Lazar,CS-Universitatea-Craiova
ro ROU,GK,35-302,0,0,,,,,,,,,,,,,,,,Matches,Silviu Lung Jr.,CS-Universitatea-Craiova
ro ROU,FW,24-010,0,0,,,,,,,,,,,,,,,,Matches,Jovan Marković,CS-Universitatea-Craiova
ro ROU,FW,16-219,0,0,,,,,,,,,,,,,,,,Matches,Mihai Ninaci,CS-Universitatea-Craiova
it ITA,DF,19-335,0,0,,,,,,,,,,,,,,,,Matches,Marcus Pacurar,CS-Universitatea-Craiova
ro ROU,GK,29-032,0,0,,,,,,,,,,,,,,,,Matches,Relu Stoian,CS-Universitatea-Craiova
ro ROU,"MF,FW",36-330,32,31,"2,715",30.2,10,6,16,2,8,9,4,0,0.33,0.2,0.53,0.07,0.27,Matches,Dan Nistor,Universitatea-Cluj
ro ROU,DF,35-318,30,30,"2,700",30,0,2,2,0,0,0,9,0,0,0.07,0.07,0,0.07,Matches,Alexandru Chipciu,Universitatea-Cluj
ro ROU,MF,31-037,30,30,"2,439",27.1,1,3,4,1,0,0,6,0,0.04,0.11,0.15,0.04,0.15,Matches,Ovidiu Bic,Universitatea-Cluj
lt LTU,GK,28-304,28,28,"2,520",28,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches,Edvinas Gertmonas,Universitatea-Cluj
ar ARG,DF,30-059,28,28,"2,507",27.9,5,1,6,5,0,0,7,0,0.18,0.04,0.22,0.18,0.22,Matches,Lucas Masoero,Universitatea-Cluj
sn SEN,"FW,MF",30-012,30,28,"2,371",26.3,8,4,12,8,0,0,5,0,0.3,0.15,0.46,0.3,0.46,Matches,Mamadou Thiam,Universitatea-Cluj
ro ROU,DF,30-258,27,26,"2,244",24.9,2,0,2,2,0,0,6,1,0.08,0,0.08,0.08,0.08,Matches,Iulian Cristea,Universitatea-Cluj
ro ROU,DF,25-342,27,22,"1,927",21.4,1,2,3,1,0,0,7,0,0.05,0.09,0.14,0.05,0.14,Matches,Radu Boboc,Universitatea-Cluj
ro ROU,MF,26-314,28,21,"1,808",20.1,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches,Gabriel Simion,Universitatea-Cluj
ro ROU,FW,23-079,29,20,"1,816",20.2,11,3,14,11,0,0,5,0,0.55,0.15,0.69,0.55,0.69,Matches,Vladislav Blanuta,Universitatea-Cluj
ro ROU,MF,31-033,18,12,"1,010",11.2,1,0,1,1,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches,Ovidiu Popescu,Universitatea-Cluj
ch SUI,DF,26-113,12,11,893,9.9,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches,Jasper van der Werff,Universitatea-Cluj
md MDA,MF,31-331,21,10,933,10.4,0,1,1,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches,Vadim Rață,Universitatea-Cluj
ro ROU,MF,31-230,11,10,913,10.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Andrei Artean,Universitatea-Cluj
ro ROU,DF,27-364,19,9,814,9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Dorinel Oancea,Universitatea-Cluj
ro ROU,"MF,FW",22-364,16,7,621,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,Robert Silaghi,Universitatea-Cluj
pt POR,"FW,MF",29-030,7,5,361,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches,Hildeberto Pereira,Universitatea-Cluj
ro ROU,GK,20-134,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Ştefan Lefter,Universitatea-Cluj
ro ROU,MF,27-030,6,4,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Răzvan Oaidă,Universitatea-Cluj
am ARM,FW,29-095,17,3,539,6,3,0,3,3,0,0,1,0,0.5,0,0.5,0.5,0.5,Matches,Artur Miranyan,Universitatea-Cluj
tn TUN,FW,28-063,14,2,463,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Adel Bettaieb,Universitatea-Cluj
ro ROU,MF,27-292,20,2,401,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Dorin Codrea,Universitatea-Cluj
cm CMR,FW,25-329,8,2,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Franck Tchassem,Universitatea-Cluj
ci CIV,"MF,FW",26-095,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Issouf Macalou,Universitatea-Cluj
ro ROU,MF,17-001,5,2,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Alexandru Bota,Universitatea-Cluj
es ESP,DF,31-033,3,2,136,1.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Daniel Lasure,Universitatea-Cluj
sk SVK,FW,28-031,3,1,160,1.8,1,0,1,1,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches,Andrej Fábry,Universitatea-Cluj
ro ROU,DF,37-184,13,0,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Bogdan Mitrea,Universitatea-Cluj
ro ROU,MF,19-244,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Matei Moraru,Universitatea-Cluj
ro ROU,FW,20-080,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Mario Șfaiț,Universitatea-Cluj
ro ROU,MF,22-269,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Vlad Stefan,Universitatea-Cluj
ro ROU,GK,23-242,0,0,,,,,,,,,,,,,,,,Matches,Andrei Gorcea,Universitatea-Cluj
ro ROU,GK,20-058,0,0,,,,,,,,,,,,,,,,Matches,Patrik Kis,Universitatea-Cluj
ro ROU,GK,20-156,0,0,,,,,,,,,,,,,,,,Matches,Denis Moldovan,Universitatea-Cluj
ro ROU,MF,18-085,0,0,,,,,,,,,,,,,,,,Matches,Ștefan Opriș,Universitatea-Cluj
ro ROU,MF,18-104,0,0,,,,,,,,,,,,,,,,Matches,Antonio Suciu,Universitatea-Cluj
fr FRA,MF,31-138,31,31,"2,786",31,2,1,3,2,0,0,3,0,0.06,0.03,0.1,0.06,0.1,Matches,Eddy Gnahoré,Dinamo-Bucuresti
ro ROU,MF,22-121,31,31,"2,452",27.2,7,1,8,7,0,0,5,0,0.26,0.04,0.29,0.26,0.29,Matches,Cătălin Cîrjan,Dinamo-Bucuresti
xk KVX,FW,27-201,30,30,"2,646",29.4,12,6,18,6,6,6,10,0,0.41,0.2,0.61,0.2,0.41,Matches,Astrit Seljmani,Dinamo-Bucuresti
bg BUL,"MF,FW",33-041,31,28,"2,107",23.4,0,3,3,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches,Georgi Milanov,Dinamo-Bucuresti
ro ROU,DF,27-087,27,26,"2,264",25.2,1,0,1,1,0,0,7,2,0.04,0,0.04,0.04,0.04,Matches,Raul Oprut,Dinamo-Bucuresti
tg TOG,DF,28-123,25,25,"2,233",24.8,2,2,4,2,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches,Kennedy Boateng,Dinamo-Bucuresti
fr FRA,DF,27-000,26,24,"1,653",18.4,0,1,1,0,0,0,3,2,0,0.05,0.05,0,0.05,Matches,Maxime Sivis,Dinamo-Bucuresti
tg TOG,DF,27-140,24,22,"1,946",21.6,1,0,1,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches,Josué Homawoo,Dinamo-Bucuresti
dk DEN,MF,30-343,22,22,"1,930",21.4,1,0,1,1,0,0,9,0,0.05,0,0.05,0.05,0.05,Matches,Patrick Olsen,Dinamo-Bucuresti
ro ROU,"FW,MF",25-027,23,19,"1,542",17.1,6,2,8,5,1,1,4,0,0.35,0.12,0.47,0.29,0.41,Matches,Dennis Politic,Dinamo-Bucuresti
ro ROU,GK,21-140,17,16,"1,486",16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Alexandru Roșca,Dinamo-Bucuresti
si SVN,GK,29-253,16,16,"1,394",15.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Adnan Golubović,Dinamo-Bucuresti
mg MAD,"FW,MF",27-082,23,14,"1,250",13.9,4,4,8,4,0,0,1,0,0.29,0.29,0.58,0.29,0.58,Matches,Hakim Abdallah,Dinamo-Bucuresti
ro ROU,DF,26-288,26,10,"1,287",14.3,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches,Cristian Costin,Dinamo-Bucuresti
ro ROU,DF,38-337,19,8,844,9.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,Răzvan Patriche,Dinamo-Bucuresti
ro ROU,"DF,MF",23-272,23,6,773,8.6,0,1,1,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches,Iulius Marginean,Dinamo-Bucuresti
ro ROU,FW,22-222,12,5,598,6.6,1,3,4,1,0,0,2,0,0.15,0.45,0.6,0.15,0.6,Matches,Andrei Bani,Dinamo-Bucuresti
hr CRO,FW,29-268,8,5,533,5.9,3,0,3,3,0,0,1,0,0.51,0,0.51,0.51,0.51,Matches,Stipe Perica,Dinamo-Bucuresti
ro ROU,DF,22-005,9,4,439,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Cristian Licsandru,Dinamo-Bucuresti
es ESP,DF,34-015,8,2,301,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Antonio Luna,Dinamo-Bucuresti
ro ROU,FW,25-059,9,2,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Alexandru Pop,Dinamo-Bucuresti
es ESP,"MF,FW",26-023,6,2,205,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,Alberto Soro,Dinamo-Bucuresti
ro ROU,"MF,FW",20-234,8,2,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Antonio Bordusanu,Dinamo-Bucuresti
ro ROU,DF,21-264,5,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Costin Amzăr,Dinamo-Bucuresti
md MDA,MF,25-231,5,0,143,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches,Petru Neagu,Dinamo-Bucuresti
ro ROU,MF,19-206,11,0,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Adrian Caragea,Dinamo-Bucuresti
